2022_ID,2022_Label
S0506_C05_110E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!INCOME IN THE PAST 12 MONTHS !!HOUSEHOLDS!!AVERAGE NUMBER OF WORKERS PER HOUSEHOLD
S0506_C05_111E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!INT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED
S0506_C05_112E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED!!BELOW 100 PERCENT OF THE POVERTY LEVEL
S0506_C05_113E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED!!100 TO 199 PERCENT OF THE POVERTY LEVEL
S0506_C05_114E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED!!AT OR ABOVE 200 PERCENT OF THE POVERTY LEVEL
S0506_C05_115E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!ALL FAMILIES
S0506_C05_116E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!ALL FAMILIES!!WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS
S0506_C05_117E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!ALL FAMILIES!!WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY
S0506_C05_118E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY
S0506_C05_119E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY!!WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS
S0506_C05_120E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY!!WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY
S0506_C05_121E,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY"
S0506_C05_122E,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY!!WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS"
S0506_C05_123E,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY!!WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY"
S0506_C05_124E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!INT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!OCCUPIED HOUSING UNITS
S0506_C05_125E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!HOUSING TENURE!!OWNER-OCCUPIED HOUSING UNITS
S0506_C05_126E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!HOUSING TENURE!!RENTER-OCCUPIED HOUSING UNITS
S0506_C05_127E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!HOUSING TENURE!!AVERAGE HOUSEHOLD SIZE OF OWNER-OCCUPIED UNIT
S0506_C05_128E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!HOUSING TENURE!!AVERAGE HOUSEHOLD SIZE OF RENTER-OCCUPIED UNIT
S0506_C05_129E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!ROOMS!!1 ROOM
S0506_C05_130E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!ROOMS!!2 OR 3 ROOMS
S0506_C05_131E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!ROOMS!!4 OR 5 ROOMS
S0506_C05_132E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!ROOMS!!6 OR 7 ROOMS
S0506_C05_133E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!ROOMS!!8 OR MORE ROOMS
S0506_C05_134E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!MEDIAN NUMBER OF ROOMS
S0506_C05_135E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!1.01 OR MORE OCCUPANTS PER ROOM
S0506_C05_136E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!VEHICLES AVAILABLE!!NONE
S0506_C05_137E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!VEHICLES AVAILABLE!!1 OR MORE
S0506_C05_138E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!SELECTED CHARACTERISTICS!!NO TELEPHONE SERVICE AVAILABLE
S0506_C05_139E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!SELECTED CHARACTERISTICS!!LIMITED ENGLISH SPEAKING HOUSEHOLDS
S0506_C05_140E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!INT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!OWNER-OCCUPIED HOUSING UNITS
S0506_C05_141E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OWNER-OCCUPIED HOUSING UNITS!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!LESS THAN 30 PERCENT
S0506_C05_142E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT OWNER-OCCUPIED HOUSING UNITS!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 PERCENT OR MORE
S0506_C05_143E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!INT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!RENTER-OCCUPIED HOUSING UNITS
S0506_C05_144E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT RENTER-OCCUPIED HOUSING UNITS!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!LESS THAN 30 PERCENT
S0506_C05_145E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN CARIBBEAN!!PERCENT RENTER-OCCUPIED HOUSING UNITS!!PERCENT OCCUPIED HOUSING UNITS!!OCCUPIED HOUSING UNITS!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 PERCENT OR MORE
S0506_C06_001E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!INT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION
S0506_C06_002E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NATURALIZED CITIZEN
S0506_C06_003E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NATURALIZED CITIZEN!!ENTERED 2010 OR LATER
S0506_C06_004E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NATURALIZED CITIZEN!!ENTERED 2000 TO 2009
S0506_C06_005E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NATURALIZED CITIZEN!!ENTERED BEFORE 2000
S0506_C06_006E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NOT A CITIZEN
S0506_C06_007E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NOT A CITIZEN!!ENTERED 2010 OR LATER
S0506_C06_008E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NOT A CITIZEN!!ENTERED 2000 TO 2009
S0506_C06_009E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!CITIZENSHIP AND PERIOD OF ENTRY!!NOT A CITIZEN!!ENTERED BEFORE 2000
S0506_C06_010E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!MALE
S0506_C06_011E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!FEMALE
S0506_C06_012E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!UNDER 5 YEARS
S0506_C06_013E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!5 TO 17 YEARS
S0506_C06_014E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!18 TO 24 YEARS
S0506_C06_015E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!25 TO 44 YEARS
S0506_C06_016E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!45 TO 54 YEARS
S0506_C06_017E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!55 TO 64 YEARS
S0506_C06_018E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!65 TO 74 YEARS
S0506_C06_019E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!75 TO 84 YEARS
S0506_C06_020E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!85 YEARS AND OVER
S0506_C06_021E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!SEX AND AGE!!MEDIAN AGE (YEARS)
S0506_C06_022E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE
S0506_C06_023E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!WHITE
S0506_C06_024E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!BLACK OR AFRICAN AMERICAN
S0506_C06_025E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE
S0506_C06_026E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!ASIAN
S0506_C06_027E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER
S0506_C06_028E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!SOME OTHER RACE
S0506_C06_029E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!TWO OR MORE RACES
S0506_C06_030E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!HISPANIC OR LATINO ORIGIN (OF ANY RACE)
S0506_C06_031E,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!RACE AND HISPANIC OR LATINO ORIGIN!!WHITE ALONE, NOT HISPANIC OR LATINO"
S0506_C06_032E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!HOUSEHOLD TYPE!!IN MARRIED-COUPLE FAMILY
S0506_C06_033E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!HOUSEHOLD TYPE!!IN OTHER HOUSEHOLDS
S0506_C06_034E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!AVERAGE HOUSEHOLD SIZE
S0506_C06_035E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!FOREIGN-BORN POPULATION!!AVERAGE FAMILY SIZE
S0506_C06_036E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!INT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER
S0506_C06_037E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!NEVER MARRIED
S0506_C06_038E,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!NOW MARRIED, EXCEPT SEPARATED"
S0506_C06_039E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!DIVORCED OR SEPARATED
S0506_C06_040E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!WIDOWED
S0506_C06_041E,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!INT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL
S0506_C06_042E,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA!!FLOAT!!ESTIMATE!!FOREIGN BORN; BORN IN SOUTH AMERICA!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!NURSERY SCHOOL, PRESCHOOL"
